iteration,size,target,linear,binary_i,binary_r,
1,10,2,0.001473,0.000911,0.000711
2,20,2,0.001422,0.000872,0.000401
3,40,24,0.002365,0.001192,0.000411
4,80,12,0.000611,0.000982,0.000951
5,160,11,0.001984,0.001152,0.003326
6,320,125,0.005541,0.001233,0.000641
7,640,561,0.002655,0.001193,0.000361
8,1280,1268,0.007834,0.001262,0.000340
9,2560,1782,0.022222,0.001493,0.000561
10,5120,2359,0.079940,0.001533,0.000531
iteration,size,target,linear,binary_i,binary_r,
1,10,1,0.002044,0.001012,0.000811
2,20,9,0.000842,0.000871,0.000400
3,40,29,0.002445,0.000931,0.000320
4,80,4,0.001233,0.000872,0.000712
5,160,133,0.002725,0.001112,0.000461
6,320,312,0.007444,0.001142,0.000360
7,640,551,0.022082,0.001353,0.000471
8,1280,617,0.064451,0.001473,0.000721
9,2560,848,0.062878,0.001443,0.000662
10,5120,4264,0.192703,0.001533,0.000481
