iteration,size,target,linear,binary_i,binary_r,
1,10,0,0.000682,0.000882,0.001072
2,20,6,0.000741,0.001012,0.001523
3,40,14,0.002876,0.001072,0.005691
4,80,35,0.003406,0.001162,0.002334
5,160,119,0.008947,0.001152,0.002385
6,320,120,0.015589,0.001363,0.004498
7,640,206,0.044604,0.001463,0.003486
8,1280,267,0.031419,0.001533,0.015158
9,2560,291,0.039674,0.001593,0.023565
10,5120,2143,0.160242,0.001643,0.009418
iteration,size,target,linear,binary_i,binary_r,
1,10,3,0.001363,0.001122,0.002064
2,20,17,0.001813,0.000842,0.000921
3,40,6,0.001112,0.000971,0.001834
4,80,33,0.004158,0.001042,0.003937
5,160,72,0.006502,0.001122,0.004058
6,320,117,0.006493,0.001152,0.003156
7,640,29,0.032872,0.001393,0.031339
8,1280,859,0.054954,0.001433,0.004048
9,2560,804,0.133071,0.000841,0.008766
10,5120,3421,0.350821,0.001653,0.012494
