iteration,size,target,linear,binary_i,binary_r,
1,10,0,0.000581,0.000551,0.000611
2,20,10,0.001332,0.001073,0.000371
3,40,16,0.000952,0.001042,0.000481
4,80,26,0.005911,0.001112,0.000481
5,160,51,0.004278,0.001162,0.000551
6,320,55,0.006252,0.001303,0.002044
7,640,47,0.010370,0.001343,0.000852
8,1280,1102,0.048943,0.001352,0.000441
9,2560,880,0.110849,0.001643,0.000862
10,5120,2629,0.070273,0.001713,0.000831
iteration,size,target,linear,binary_i,binary_r,
1,10,8,0.000842,0.000871,0.000801
2,20,9,0.001663,0.000922,0.000400
3,40,36,0.003416,0.001012,0.000331
4,80,57,0.000831,0.001192,0.000461
5,160,53,0.005350,0.001223,0.000551
6,320,230,0.008857,0.001242,0.000510
7,640,81,0.001373,0.001242,0.000531
8,1280,450,0.062768,0.001433,0.000921
9,2560,858,0.117260,0.001412,0.001613
10,5120,4112,0.227148,0.001532,0.001122
